TARGETID,GENENAME,,,Disease Entry, [ICD-11]
T01973,MST1R,INDICATI,Phase 1/2,Alzheimer disease,[ICD-11: 8A20]
T01973,MST1R,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02001,PDE4D,TARGETID,T02001,,
T02001,PDE4D,TARGNAME,Phosphodiesterase 4D (PDE4D),,
T02001,PDE4D,INDICATI,Investigative,Acute upper respiratory infection,[ICD-11: CA07]
T02001,PDE4D,INDICATI,Terminated,Allergic/hypersensitivity disorder,[ICD-11: 4A80-4A8Z]
T02001,PDE4D,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T02001,PDE4D,INDICATI,Terminated,Amyloidosis,[ICD-11: 5D00]
T02001,PDE4D,INDICATI,Phase 3,Asthma,[ICD-11: CA23]
T02001,PDE4D,INDICATI,Phase 2,Atopic eczema,[ICD-11: EA80]
T02001,PDE4D,INDICATI,Phase 1,Choreiform disorder,[ICD-11: 8A01]
T02001,PDE4D,INDICATI,Terminated,Chronic arterial occlusive disease,[ICD-11: BD4Z]
T02001,PDE4D,INDICATI,Phase 2,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T02001,PDE4D,INDICATI,Phase 2,Crohn disease,[ICD-11: DD70]
T02001,PDE4D,INDICATI,Investigative,Mature B-cell leukaemia,[ICD-11: 2A82]
T02001,PDE4D,INDICATI,Phase 3,Mild neurocognitive disorder,[ICD-11: 6D71]
T02001,PDE4D,INDICATI,Phase 1,Mood disorder,[ICD-11: 6A60-6E23]
T02001,PDE4D,INDICATI,Discontinued in Phase 2,Multiple sclerosis,[ICD-11: 8A40]
T02001,PDE4D,INDICATI,Discontinued in Phase 1,Mycosis fungoides,[ICD-11: 2B01]
T02001,PDE4D,INDICATI,Phase 1,Parkinsonism,[ICD-11: 8A00]
T02001,PDE4D,INDICATI,Investigative,Pneumonia,[ICD-11: CA40]
T02001,PDE4D,INDICATI,Investigative,Postoperative inflammation,[ICD-11: 1A00-CA43]
T02001,PDE4D,INDICATI,Phase 2,Psoriasis,[ICD-11: EA90]
T02001,PDE4D,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T02001,PDE4D,INDICATI,Approved,Tonus and reflex abnormality,[ICD-11: MB47]
T02001,PDE4D,INDICATI,Investigative,Vitamin deficiency,[ICD-11: 5B55-5B5F]
,#N/A,,,,
T02024,#N/A,TARGETID,T02024,,
T02024,#N/A,TARGNAME,HUMAN inosine-5'-monophosphate dehydrogenase 1 (IMPDH1),,
T02024,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
T02024,#N/A,INDICATI,Approved,Hepatitis virus infection,[ICD-11: 1E50-1E51]
T02024,#N/A,INDICATI,Investigative,Middle East Respiratory Syndrome,[ICD-11: 1D64]
T02024,#N/A,INDICATI,Investigative,Severe acute respiratory syndrome,[ICD-11: 1D65]
,#N/A,,,,
T02107,#N/A,TARGETID,T02107,,
T02107,#N/A,TARGNAME,COVID-19 replicase polyprotein 1ab (pp1ab),,
T02107,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02119,ARSB,TARGETID,T02119,,
T02119,ARSB,TARGNAME,N-acetylgalactosamine-4-sulfatase (G4S),,
T02119,ARSB,INDICATI,Approved,Lysosomal disease,[ICD-11: 5C56]
,#N/A,,,,
T02122,#N/A,TARGETID,T02122,,
T02122,#N/A,TARGNAME,HUAMN monocyte differentiation antigen CD14 (CD14),,
T02122,#N/A,INDICATI,Phase 2,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02134,GCLM,TARGETID,T02134,,
T02134,GCLM,TARGNAME,Glutamate--cysteine ligase modifier (GCLM),,
T02134,GCLM,INDICATI,Investigative,Malaria,[ICD-11: 1F40-1F45]
T02134,GCLM,INDICATI,Investigative,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02203,#N/A,TARGETID,T02203,,
T02203,#N/A,TARGNAME,HUAMN serine protease factor Xa (SERPINA5),,
T02203,#N/A,INDICATI,Preclinical,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02228,Stre-coc parC,TARGETID,T02228,,
T02228,Stre-coc parC,TARGNAME,Streptococcus Topoisomerase IV A (Stre-coc parC),,
T02228,Stre-coc parC,INDICATI,Investigative,Bacterial infection,[ICD-11: 1A00-1C4Z]
T02228,Stre-coc parC,INDICATI,Phase 3,Otitis externa,[ICD-11: AA00-AA13]
,#N/A,,,,
T02246,#N/A,TARGETID,T02246,,
T02246,#N/A,TARGNAME,Iron (Fe),,
T02246,#N/A,INDICATI,Phase 2,Anemia,[ICD-11: 3A00-3A9Z]
T02246,#N/A,INDICATI,Phase 1,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T02246,#N/A,INDICATI,Phase 3,Iron deficiency anaemia,[ICD-11: 3A00]
T02246,#N/A,INDICATI,Approved,Low bone mass disorder,[ICD-11: FB83]
T02246,#N/A,INDICATI,Approved,Mineral absorption/transport disorder,[ICD-11: 5C64]
T02246,#N/A,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T02246,#N/A,INDICATI,Approved,Thalassaemia,[ICD-11: 3A50]
,#N/A,,,,
T02258,POLQ; POLN; POLB; POLG2; POLG; POLE2; POLD4; ;POLD1,TARGETID,T02258,,
T02258,POLQ; POLN; POLB; POLG2; POLG; POLE2; POLD4; ;POLD1,TARGNAME,DNA-dependent DNA polymerase (DPOL),,
T02258,POLQ; POLN; POLB; POLG2; POLG; POLE2; POLD4; ;POLD1,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02262,KCNT1,TARGETID,T02262,,
T02262,KCNT1,TARGNAME,Calcium-activated potassium channel KCa4.1 (KCNT1),,
T02262,KCNT1,INDICATI,Phase 2,Acute myeloid leukaemia,[ICD-11: 2A60]
T02262,KCNT1,INDICATI,Phase 2,Hodgkin lymphoma,[ICD-11: 2B30]
,#N/A,,,,
T02318,TNFSF13B,TARGETID,T02318,,
T02318,TNFSF13B,TARGNAME,B-cell-activating factor (TNFSF13B),,
T02318,TNFSF13B,INDICATI,Approved,Lupus erythematosus,[ICD-11: 4A40]
T02318,TNFSF13B,INDICATI,Discontinued in Phase 1,Lymphoma,[ICD-11: 2A80-2A86]
T02318,TNFSF13B,INDICATI,Phase 3,Multiple myeloma,[ICD-11: 2A83]
T02318,TNFSF13B,INDICATI,Discontinued in Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T02318,TNFSF13B,INDICATI,Discontinued in Phase 2,Thrombocytopenia,[ICD-11: 3B64]
,#N/A,,,,
T02333,GHR,TARGETID,T02333,,
T02333,GHR,TARGNAME,Growth hormone receptor (GHR),,
T02333,GHR,INDICATI,Phase 1,Binge eating disorder,[ICD-11: 6B82]
T02333,GHR,INDICATI,Discontinued in Phase 2,Obesity,[ICD-11: 5B80-5B81]
T02333,GHR,INDICATI,Approved,Pituitary gland disorder,[ICD-11: 5A60-5A61]
T02333,GHR,INDICATI,Phase 1,Short stature,[ICD-11: 5B11]
,#N/A,,,,
T02389,#N/A,TARGETID,T02389,,
T02389,#N/A,TARGNAME,HUMAN cysteinyl leukotriene receptor (CysLTR),,
T02389,#N/A,INDICATI,Phase 2/3,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02392,#N/A,TARGETID,T02392,,
T02392,#N/A,TARGNAME,HUMAN dipeptidyl peptidase 1 (CTSC),,
T02392,#N/A,INDICATI,Preclinical,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02469,PIKFYVE,TARGETID,T02469,,
T02469,PIKFYVE,TARGNAME,Phosphatidylinositol-3-phosphate 5-kinase (PIP5K3),,
T02469,PIKFYVE,INDICATI,Phase 2,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T02469,PIKFYVE,INDICATI,Phase 2,Mature B-cell leukaemia,[ICD-11: 2A82]
,#N/A,,,,
T02506,#N/A,TARGETID,T02506,,
T02506,#N/A,TARGNAME,HUMAN estrogen receptor (ESR1),,
T02506,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02532,CD2,TARGETID,T02532,,
T02532,CD2,TARGNAME,T-cell surface antigen CD2 (CD2),,
T02532,CD2,INDICATI,Phase 2,Lymphoma,[ICD-11: 2A80-2A86]
T02532,CD2,INDICATI,Discontinued in Phase 2,Psoriasis,[ICD-11: EA90]
,#N/A,,,,
T02546,SCN4A,TARGETID,T02546,,
T02546,SCN4A,TARGNAME,Voltage-gated sodium channel alpha Nav1.4 (SCN4A),,
T02546,SCN4A,INDICATI,Discontinued in Phase 2,Dissociative neurological symptom disorder,[ICD-11: 6B60]
T02546,SCN4A,INDICATI,Phase 3,Musculoskeletal disorder,[ICD-11: FA00-FC0Z]
T02546,SCN4A,INDICATI,Investigative,Pain,[ICD-11: MG30-MG3Z]
,#N/A,,,,
T02551,DRD3,TARGETID,T02551,,
T02551,DRD3,TARGNAME,Dopamine D3 receptor (D3R),,
T02551,DRD3,INDICATI,Phase 1,Alzheimer disease,[ICD-11: 8A20]
T02551,DRD3,INDICATI,Phase 1,Attention deficit hyperactivity disorder,[ICD-11: 6A05]
T02551,DRD3,INDICATI,Approved,Bipolar disorder,[ICD-11: 6A60]
T02551,DRD3,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T02551,DRD3,INDICATI,Discontinued in Phase 2,Cocaine use disorder,[ICD-11: 6C45]
T02551,DRD3,INDICATI,Phase 1,Depression,[ICD-11: 6A70-6A7Z]
T02551,DRD3,INDICATI,Phase 2,Endometrial cancer,[ICD-11: 2C76]
T02551,DRD3,INDICATI,Phase 2,Gastroduodenal motor/secretory disorder,[ICD-11: DA41]
T02551,DRD3,INDICATI,Phase 1/2,Leukaemia,[ICD-11: 2A60-2B33]
T02551,DRD3,INDICATI,Phase 1/2,Lymphoma,[ICD-11: 2A80-2A86]
T02551,DRD3,INDICATI,Phase 2,Multiple myeloma,[ICD-11: 2A83]
T02551,DRD3,INDICATI,Investigative,Nasopharyngeal cancer,[ICD-11: 2B6B]
T02551,DRD3,INDICATI,Terminated,Nausea/vomiting,[ICD-11: MD90]
T02551,DRD3,INDICATI,Terminated,Nicotine use disorder,[ICD-11: 6C4A]
T02551,DRD3,INDICATI,Investigative,Oesophagus motility disorder,[ICD-11: DA21]
T02551,DRD3,INDICATI,Discontinued in Phase 3,Orgasmic dysfunction,[ICD-11: HA02]
T02551,DRD3,INDICATI,Approved,Parkinsonism,[ICD-11: 8A00]
T02551,DRD3,INDICATI,Phase 2,Psychoactive substances use disorder,[ICD-11: 6C4G]
T02551,DRD3,INDICATI,Discontinued in Phase 2,Psychotic disorder,[ICD-11: 6A20-6A25]
T02551,DRD3,INDICATI,Phase 2,Respiratory infection,[ICD-11: CA07-CA4Z]
T02551,DRD3,INDICATI,Phase 3,Schizophrenia,[ICD-11: 6A20]
T02551,DRD3,INDICATI,Phase 1,Sexual dysfunction,[ICD-11: HA00-HA01]
T02551,DRD3,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T02551,DRD3,INDICATI,Phase 2,Stomach cancer,[ICD-11: 2B72]
T02551,DRD3,INDICATI,Terminated,Unspecific substance use disorder,[ICD-11: 6C4Z]
,#N/A,,,,
T02562,PTGES,TARGETID,T02562,,
T02562,PTGES,TARGNAME,Prostaglandin E synthase (PTGES),,
T02562,PTGES,INDICATI,Phase 1,Alzheimer disease,[ICD-11: 8A20]
T02562,PTGES,INDICATI,Patented,Circulatory system disease,[ICD-11: BE2Z]
T02562,PTGES,INDICATI,Patented,Joint pain,[ICD-11: ME82]
T02562,PTGES,INDICATI,Patented,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02584,MycB leuS,TARGETID,T02584,,
T02584,MycB leuS,TARGNAME,Mycobacterium Leucine-tRNA ligase (MycB leuS),,
T02584,MycB leuS,INDICATI,Phase 2,HIV-infected patients with tuberculosis,[ICD-11: 1B10-1B14]
,#N/A,,,,
T02591,HIV env,TARGETID,T02591,,
T02591,HIV env,TARGNAME,Human immunodeficiency virus Envelope glycoprotein gp160 (HIV env),,
T02591,HIV env,INDICATI,Phase 1,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
,#N/A,,,,
T02598,#N/A,TARGETID,T02598,,
T02598,#N/A,TARGNAME,Leukocyte (WBC),,
T02598,#N/A,INDICATI,Phase 1,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T02617,TF,TARGETID,T02617,,
T02617,TF,TARGNAME,Transferrin (TF),,
T02617,TF,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02653,#N/A,TARGETID,T02653,,
T02653,#N/A,TARGNAME,HUMAN mineralocorticoid receptor (MR),,
T02653,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02677,BIRC5,TARGETID,T02677,,
T02677,BIRC5,TARGNAME,Apoptosis inhibitor survivin (BIRC5),,
T02677,BIRC5,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T02677,BIRC5,INDICATI,Phase 1/2,Lung cancer,[ICD-11: 2C25]
T02677,BIRC5,INDICATI,Phase 1,Multiple myeloma,[ICD-11: 2A83]
T02677,BIRC5,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02702,Bact DHFR,TARGETID,T02702,,
T02702,Bact DHFR,TARGNAME,Bacterial Dihydrofolate reductase (Bact DHFR),,
T02702,Bact DHFR,INDICATI,Phase 3,Bacterial infection,[ICD-11: 1A00-1C4Z]
T02702,Bact DHFR,INDICATI,Phase 2,Pneumonia,[ICD-11: CA40]
,#N/A,,,,
T02703,NOS2,TARGETID,T02703,,
T02703,NOS2,TARGNAME,Nitric-oxide synthase inducible (NOS2),,
T02703,NOS2,INDICATI,Discontinued in Phase 1,Arteries/arterioles disorder,[ICD-11: BD52]
T02703,NOS2,INDICATI,Phase 2,Asthma,[ICD-11: CA23]
T02703,NOS2,INDICATI,Phase 2,Bowel habit change,[ICD-11: ME05]
T02703,NOS2,INDICATI,Phase 2,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T02703,NOS2,INDICATI,Phase 2/3,Chronic kidney disease,[ICD-11: GB61]
T02703,NOS2,INDICATI,Phase 1/2,Coronary atherosclerosis,[ICD-11: BA80]
T02703,NOS2,INDICATI,Discontinued in Phase 2,Insulin-resistance syndrome,[ICD-11: 5A44]
T02703,NOS2,INDICATI,Phase 3,Osteoarthritis,[ICD-11: FA00-FA05]
T02703,NOS2,INDICATI,Phase 2,Pain,[ICD-11: MG30-MG3Z]
T02703,NOS2,INDICATI,Investigative,Postoperative inflammation,[ICD-11: 1A00-CA43]
T02703,NOS2,INDICATI,Phase 1,Retinopathy,[ICD-11: 9B71]
T02703,NOS2,INDICATI,Discontinued in Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T02703,NOS2,INDICATI,Phase 3,Sepsis,[ICD-11: 1G40-1G41]
T02703,NOS2,INDICATI,Phase 3,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T02719,GRM3,TARGETID,T02719,,
T02719,GRM3,TARGNAME,Metabotropic glutamate receptor 3 (mGluR3),,
T02719,GRM3,INDICATI,Phase 2,Alzheimer disease,[ICD-11: 8A20]
T02719,GRM3,INDICATI,Discontinued in Phase 3,Anxiety disorder,[ICD-11: 6B00-6B0Z]
T02719,GRM3,INDICATI,Phase 2,Depression,[ICD-11: 6A70-6A7Z]
T02719,GRM3,INDICATI,Discontinued in Phase 2,Mood disorder,[ICD-11: 6A60-6E23]
T02719,GRM3,INDICATI,Phase 2,Obesity,[ICD-11: 5B80-5B81]
T02719,GRM3,INDICATI,Phase 2,Psychotic disorder,[ICD-11: 6A20-6A25]
T02719,GRM3,INDICATI,Phase 3,Schizophrenia,[ICD-11: 6A20]
,#N/A,,,,
T02728,NTSR1,TARGETID,T02728,,
T02728,NTSR1,TARGNAME,Neurotensin receptor type 1 (NTSR1),,
T02728,NTSR1,INDICATI,Terminated,Acute/chronic pain,[ICD-11: MG30-MG31]
T02728,NTSR1,INDICATI,Investigative,Dissociative neurological symptom disorder,[ICD-11: 6B60]
T02728,NTSR1,INDICATI,Phase 2/3,Indeterminate colitis,[ICD-11: DD72]
T02728,NTSR1,INDICATI,Terminated,Pain,[ICD-11: MG30-MG3Z]
T02728,NTSR1,INDICATI,Investigative,Substance abuse,[ICD-11: 6C40]
,#N/A,,,,
T02752,CCR3,TARGETID,T02752,,
T02752,CCR3,TARGNAME,C-C chemokine receptor type 3 (CCR3),,
T02752,CCR3,INDICATI,Discontinued in Phase 1,Asthma,[ICD-11: CA23]
T02752,CCR3,INDICATI,Phase 2,Parkinsonism,[ICD-11: 8A00]
T02752,CCR3,INDICATI,Discontinued in Phase 1,Vasomotor/allergic rhinitis,[ICD-11: CA08]
,#N/A,,,,
T02777,ABCC9,TARGETID,T02777,,
T02777,ABCC9,TARGNAME,ATP-binding cassette transporter C9 (ABCC9),,
T02777,ABCC9,INDICATI,Approved,Acute diabete complication,[ICD-11: 5A2Y]
T02777,ABCC9,INDICATI,Approved,Angina pectoris,[ICD-11: BA40]
T02777,ABCC9,INDICATI,Discontinued in Phase 1,Multiple sclerosis,[ICD-11: 8A40]
T02777,ABCC9,INDICATI,Approved,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T02779,DMD,TARGETID,T02779,,
T02779,DMD,TARGNAME,Dystrophin nonsense mutant (DMD),,
T02779,DMD,INDICATI,Phase 3,Cystic fibrosis,[ICD-11: CA25]
T02779,DMD,INDICATI,Phase 2,Epilepsy/seizure,[ICD-11: 8A61-8A6Z]
T02779,DMD,INDICATI,Phase 1,Eye anterior segment structural developmental anomaly,[ICD-11: LA11]
T02779,DMD,INDICATI,Phase 1,Lysosomal disease,[ICD-11: 5C56]
T02779,DMD,INDICATI,Phase 2,Muscular dystrophy,[ICD-11: 8C70]
,#N/A,,,,
T02808,IFNB1,TARGETID,T02808,,
T02808,IFNB1,TARGNAME,Interferon-beta (IFNB1),,
T02808,IFNB1,INDICATI,Phase 1,Brain cancer,[ICD-11: 2A00]
T02808,IFNB1,INDICATI,Terminated,Diabetes mellitus,[ICD-11: 5A10]
T02808,IFNB1,INDICATI,Phase 3,Intrathoracic organs injury,[ICD-11: NB32]
T02808,IFNB1,INDICATI,Phase 1,Lupus erythematosus,[ICD-11: 4A40]
T02808,IFNB1,INDICATI,Approved,Multiple sclerosis,[ICD-11: 8A40]
T02808,IFNB1,INDICATI,Phase 2,Rheumatoid arthritis,[ICD-11: FA20]
T02808,IFNB1,INDICATI,Phase 2,Skin fungal infection disorder,[ICD-11: EA60]
T02808,IFNB1,INDICATI,Approved,Type 2 diabetes mellitus,[ICD-11: 5A11]
,#N/A,,,,
T02918,#N/A,TARGETID,T02918,,
T02918,#N/A,TARGNAME,HUMAN phosphatidylinositol 3-phosphate 5-kinase (PIKfyve),,
T02918,#N/A,INDICATI,Preclinical,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02957,#N/A,TARGETID,T02957,,
T02957,#N/A,TARGNAME,HUMAN programmed cell death protein 1 (PD-1),,
T02957,#N/A,INDICATI,Investigative,COVID-19,[ICD-11: 1D6Y]
,#N/A,,,,
T02974,IL1RAP,TARGETID,T02974,,
T02974,IL1RAP,TARGNAME,Interleukin 1 receptor accessory protein (IL1RAP),,
T02974,IL1RAP,INDICATI,Phase 1,Lung cancer,[ICD-11: 2C25]
,#N/A,,,,
T03006,#N/A,TARGETID,T03006,,
T03006,#N/A,TARGNAME,Acetylcholine release (Ach rele),,
T03006,#N/A,INDICATI,Approved,Cervical cancer,[ICD-11: 2C77]
T03006,#N/A,INDICATI,Discontinued in Phase 1,Mild neurocognitive disorder,[ICD-11: 6D71]
T03006,#N/A,INDICATI,Discontinued in Phase 1,Postoperative inflammation,[ICD-11: 1A00-CA43]
,#N/A,,,,
T03046,KRAS,TARGETID,T03046,,
T03046,KRAS,TARGNAME,Mutated KRAS (mKRAS),,
T03046,KRAS,INDICATI,Phase 2,Pancreatic cancer,[ICD-11: 2C10]
,#N/A,,,,
T03189,PRAME,TARGETID,T03189,,
T03189,PRAME,TARGNAME,Tumor expressed melanoma antigen (PRAME),,
T03189,PRAME,INDICATI,Phase 1,Malignant haematopoietic neoplasm,[ICD-11: 2B33]
T03189,PRAME,INDICATI,Phase 1/2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
,#N/A,,,,
T03279,RPS6KA3,TARGETID,T03279,,
T03279,RPS6KA3,TARGNAME,Ribosomal protein S6 kinase alpha-3 (RSK3),,
T03279,RPS6KA3,INDICATI,Preclinical,Mature B-cell leukaemia,[ICD-11: 2A82]
,#N/A,,,,
T03313,IL2RA,TARGETID,T03313,,
T03313,IL2RA,TARGNAME,Interleukin 2 receptor alpha (IL2RA),,
T03313,IL2RA,INDICATI,Terminated,Diabetes mellitus,[ICD-11: 5A10]
T03313,IL2RA,INDICATI,Phase 1,Hodgkin lymphoma,[ICD-11: 2B30]
T03313,IL2RA,INDICATI,Phase 2,Human immunodeficiency virus disease,[ICD-11: 1C60-1C62]
T03313,IL2RA,INDICATI,Phase 2,Mature B-cell leukaemia,[ICD-11: 2A82]
T03313,IL2RA,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T03313,IL2RA,INDICATI,Approved,Transplant rejection,[ICD-11: NE84]
,#N/A,,,,
T03346,IL4R,TARGETID,T03346,,
T03346,IL4R,TARGNAME,Interleukin 4 receptor alpha (IL4R),,
T03346,IL4R,INDICATI,Phase 3,Asthma,[ICD-11: CA23]
T03346,IL4R,INDICATI,Approved,Atopic eczema,[ICD-11: EA80]
T03346,IL4R,INDICATI,Phase 2,Idiopathic interstitial pneumonitis,[ICD-11: CB03]
T03346,IL4R,INDICATI,Phase 2,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T03346,IL4R,INDICATI,Phase 2,Systemic sclerosis,[ICD-11: 4A42]
,#N/A,,,,
T03403,PTGS1; PTGS2,TARGETID,T03403,,
T03403,PTGS1; PTGS2,TARGNAME,Prostaglandin G/H synthase (COX),,
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 1,Asthma,[ICD-11: CA23]
T03403,PTGS1; PTGS2,INDICATI,Phase 2,Atopic eczema,[ICD-11: EA80]
T03403,PTGS1; PTGS2,INDICATI,Phase 3,Cardiovascular disease,[ICD-11: BA00-BE2Z]
T03403,PTGS1; PTGS2,INDICATI,Approved,Cerebral ischaemia,[ICD-11: 8B1Z]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Chemotherapy/radiotherapy-induced mucositis,[ICD-11: DA42-DA60]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Female pelvic pain,[ICD-11: GA34]
T03403,PTGS1; PTGS2,INDICATI,Approved,Hyper-lipoproteinaemia,[ICD-11: 5C80]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Immune system disease,[ICD-11: 4A01-4B41]
T03403,PTGS1; PTGS2,INDICATI,Phase 1,Indeterminate colitis,[ICD-11: DD72]
T03403,PTGS1; PTGS2,INDICATI,Approved,Inflammatory spondyloarthritis,[ICD-11: FA92]
T03403,PTGS1; PTGS2,INDICATI,Approved,Inherited coagulation factor deficiency,[ICD-11: 3B14]
T03403,PTGS1; PTGS2,INDICATI,Approved,Joint pain,[ICD-11: ME82]
T03403,PTGS1; PTGS2,INDICATI,Approved,Migraine,[ICD-11: 8A80]
T03403,PTGS1; PTGS2,INDICATI,Approved,Myocardial infarction,[ICD-11: BA41-BA43]
T03403,PTGS1; PTGS2,INDICATI,Approved,Osteoarthritis,[ICD-11: FA00-FA05]
T03403,PTGS1; PTGS2,INDICATI,Approved,Otitis media,[ICD-11: AA80-AB0Z]
T03403,PTGS1; PTGS2,INDICATI,Approved,Pain,[ICD-11: MG30-MG3Z]
T03403,PTGS1; PTGS2,INDICATI,Phase 2,Parkinsonism,[ICD-11: 8A00]
T03403,PTGS1; PTGS2,INDICATI,Approved,Postoperative inflammation,[ICD-11: 1A00-CA43]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 3,Qualitative platelet defect,[ICD-11: 3B62]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Reactive arthropathy,[ICD-11: FA11]
T03403,PTGS1; PTGS2,INDICATI,Approved,Rheumatoid arthritis,[ICD-11: FA20]
T03403,PTGS1; PTGS2,INDICATI,Approved,Spinal pain,[ICD-11: ME84]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Type 2 diabetes mellitus,[ICD-11: 5A11]
T03403,PTGS1; PTGS2,INDICATI,Discontinued in Phase 2,Urinary system disease,[ICD-11: GC2Z]
,#N/A,,,,
T03410,MycB mmpL3,TARGETID,T03410,,
T03410,MycB mmpL3,TARGNAME,Mycobacterium Membrane protein mmpL3 (MycB mmpL3),,
T03410,MycB mmpL3,INDICATI,Phase 1,Asthma,[ICD-11: CA23]
T03410,MycB mmpL3,INDICATI,Phase 2,Bacterial infection,[ICD-11: 1A00-1C4Z]
T03410,MycB mmpL3,INDICATI,Phase 2,HIV-infected patients with tuberculosis,[ICD-11: 1B10-1B14]
,#N/A,,,,
T03485,CFB,TARGETID,T03485,,
T03485,CFB,TARGNAME,CFB messenger RNA (CFB mRNA),,
T03485,CFB,INDICATI,Phase 2,Urinary system clinical sympton,[ICD-11: MF8Y]
,#N/A,,,,
T03500,MMP12,TARGETID,T03500,,
T03500,MMP12,TARGNAME,Matrix metalloproteinase-12 (MMP-12),,
T03500,MMP12,INDICATI,Investigative,Aneurysm/dissection,[ICD-11: BD50]
T03500,MMP12,INDICATI,Investigative,Arterial occlusive disease,[ICD-11: BD40]
T03500,MMP12,INDICATI,Phase 1,Asthma,[ICD-11: CA23]
T03500,MMP12,INDICATI,Discontinued in Phase 2,Chronic obstructive pulmonary disease,[ICD-11: CA22]
T03500,MMP12,INDICATI,Discontinued in Phase 2,Corneal disease,[ICD-11: 9A76-9A78]
T03500,MMP12,INDICATI,Phase 1,Lung cancer,[ICD-11: 2C25]
T03500,MMP12,INDICATI,Discontinued in Phase 1,Postoperative inflammation,[ICD-11: 1A00-CA43]
T03500,MMP12,INDICATI,Phase 1,Renal cell carcinoma,[ICD-11: 2C90]
,#N/A,,,,
T03513,#N/A,TARGETID,T03513,,
T03513,#N/A,TARGNAME,Dopamine receptor (DR),,
T03513,#N/A,INDICATI,Phase 2,Brain cancer,[ICD-11: 2A00]
T03513,#N/A,INDICATI,Phase 2,Endometrial cancer,[ICD-11: 2C76]
T03513,#N/A,INDICATI,Phase 3,Gastroduodenal motor/secretory disorder,[ICD-11: DA41]
T03513,#N/A,INDICATI,Phase 1/2,Leukaemia,[ICD-11: 2A60-2B33]
T03513,#N/A,INDICATI,Phase 1/2,Lymphoma,[ICD-11: 2A80-2A86]
T03513,#N/A,INDICATI,Phase 2,Multiple myeloma,[ICD-11: 2A83]
T03513,#N/A,INDICATI,Phase 3,Parkinsonism,[ICD-11: 8A00]
T03513,#N/A,INDICATI,Phase 2,Respiratory infection,[ICD-11: CA07-CA4Z]
T03513,#N/A,INDICATI,Phase 4,Restless legs syndrome,[ICD-11: 7A80]
T03513,#N/A,INDICATI,Phase 1,Solid tumour/cancer,[ICD-11: 2A00-2F9Z]
T03513,#N/A,INDICATI,Phase 2,Stomach cancer,[ICD-11: 2B72]
,#N/A,,,,
T03573,FCGR2B,TARGETID,T03573,,
